291 602
715 157
450 113
65 646
291 646
646 291
602 646
234 590
646 602
716 647
652 734
445 647
445 716
95 458
139 413
678 432
557 28
30 235
234 580
28 155
457 82
470 359
445 425
445 230
445 457
157 445
647 716
716 445
436 442
447 442
172 442
442 578
442 0
442 490
65 472
471 213
125 435
234 268
234 139
440 249
111 554
155 646
65 246
65 218
217 218
646 378
445 398
398 745
715 445
442 269
144 442
442 719
213 136
435 125
139 587
139 646
147 554
95 193
659 175
659 193
398 445
425 230
65 217
602 291
424 745
646 65
445 65
715 246
157 246
65 664
605 15
213 28
213 768
136 213
235 30
30 140
413 398
139 234
398 158
246 65
155 132
65 155
646 587
424 605
398 164
398 527
445 82
445 491
524 518
445 187
445 390
445 193
716 193
538 336
442 422
65 103
445 665
298 245
398 213
213 413
237 30
531 413
531 17
683 413
683 531
398 139
268 234
139 100
100 173
450 139
139 589
100 139
440 696
193 550
175 193
155 111
457 678
158 398
398 605
155 65
247 646
158 65
291 378
291 634
424 646
291 238
646 398
398 65
398 646
65 456
291 86
292 147
445 229
432 445
398 487
445 764
678 445
445 664
247 445
221 375
518 445
65 445
445 66
716 229
445 209
716 209
768 658
157 664
445 646
246 715
213 471
768 611
611 193
768 471
213 204
213 77
30 764
580 234
139 221
221 360
139 696
139 538
139 450
139 113
139 427
234 456
139 378
118 450
118 113
113 139
113 450
450 679
113 679
113 355
424 335
524 155
193 471
157 768
652 241
155 326
155 28
457 605
142 750
424 626
424 242
626 242
400 175
158 246
65 652
652 421
246 652
158 445
246 560
554 398
65 413
155 332
28 65
28 646
457 34
457 373
6 199
65 145
28 703
65 158
158 646
155 291
291 563
602 634
291 456
291 229
602 229
646 155
646 456
291 747
602 747
291 762
646 424
646 229
291 587
602 587
291 65
65 247
745 527
291 398
65 86
644 147
65 147
147 292
147 219
147 505
398 764
644 678
147 128
65 33
129 270
65 707
445 432
457 445
398 457
246 398
247 158
518 187
413 768
398 304
695 745
390 413
218 445
445 359
445 678
445 652
238 335
246 445
445 210
716 253
92 727
716 256
716 128
716 767
195 768
470 647
230 445
304 66
600 417
716 82
515 650
398 92
336 664
715 664
157 744
246 157
715 238
157 238
65 80
446 445
445 232
445 715
678 2
605 745
25 496
473 715
28 265
471 768
768 296
213 769
28 769
768 161
768 193
94 611
213 764
213 245
574 398
398 413
435 237
435 30
237 235
141 30
235 140
237 140
489 605
435 674
140 235
599 412
599 674
412 674
531 378
522 123
680 415
139 357
174 234
234 440
440 139
440 234
249 234
139 77
680 139
234 696
234 682
139 394
139 626
139 165
139 281
234 118
234 450
100 238
440 332
249 176
450 355
413 450
413 113
155 541
28 491
155 193
193 241
193 95
667 496
193 678
193 432
678 95
678 111
678 659
432 652
95 652
95 734
95 175
554 659
652 659
734 659
155 554
471 241
654 95
28 296
28 764
155 238
678 605
457 745
158 303
193 659
142 707
142 91
28 750
400 496
398 458
398 734
652 398
734 398
398 238
652 158
734 158
398 246
246 541
158 518
65 332
246 554
158 441
445 246
652 445
247 65
246 28
246 557
28 557
28 6
246 132
28 718
557 628
557 65
155 703
155 764
155 718
246 155
65 768
155 330
155 145
246 218
155 602
291 703
291 258
602 563
602 456
155 483
646 28
28 297
646 745
413 424
413 745
424 541
291 424
291 745
602 424
602 745
646 457
646 616
291 457
291 616
646 755
646 483
291 247
602 247
413 247
667 424
291 82
602 552
602 65
745 605
291 559
646 559
751 595
291 554
398 291
398 602
99 659
424 398
158 378
65 378
65 398
65 762
646 762
65 755
65 702
291 187
602 187
65 161
457 646
644 398
644 164
147 398
398 335
292 322
147 322
398 118
292 678
292 644
398 678
147 702
147 424
65 424
246 678
246 505
398 505
147 332
554 424
65 270
65 34
457 132
450 646
445 746
445 326
445 487
457 398
398 145
457 432
678 325
432 325
445 325
445 360
398 491
445 118
398 755
445 605
398 695
398 596
746 745
745 131
390 445
304 413
390 519
247 518
518 441
518 398
65 715
217 445
413 445
398 659
398 432
678 193
175 238
238 193
92 647
92 716
647 193
128 716
716 518
246 646
646 496
518 647
425 764
230 764
92 34
92 445
398 346
425 716
230 716
425 445
92 82
658 605
716 359
470 653
470 605
445 677
716 210
246 304
538 193
336 193
28 628
398 643
643 360
643 487
246 744
398 744
398 442
715 744
715 421
157 421
246 746
715 66
157 66
156 485
677 445
445 738
65 738
652 664
398 125
398 615
25 424
605 454
454 15
610 15
740 15
667 15
600 15
744 15
421 15
553 15
417 15
332 753
15 753
25 552
25 95
95 574
95 768
473 157
125 229
28 213
768 28
296 28
471 769
391 193
161 193
471 193
265 245
296 471
213 533
751 707
166 528
166 213
298 413
245 413
398 204
574 213
166 326
213 287
213 541
471 204
471 205
205 374
136 374
136 755
136 164
136 326
30 237
489 703
489 771
125 674
605 489
605 674
489 674
30 231
140 30
30 738
30 667
30 337
16 486
435 398
531 683
683 17
212 357
17 531
17 683
683 444
17 444
683 376
413 124
139 360
139 398
234 249
249 139
139 229
139 98
139 483
139 652
139 685
483 456
139 415
234 685
590 685
234 79
590 139
590 682
394 577
483 577
234 378
234 680
234 766
139 456
100 450
100 183
173 183
450 413
113 413
173 139
139 238
19 139
413 584
398 584
139 767
139 152
394 139
100 378
394 234
234 113
450 238
113 238
450 486
113 486
394 696
234 646
580 456
440 456
234 319
440 145
440 760
760 394
440 176
590 450
590 113
139 760
139 768
249 522
176 522
139 744
431 744
431 89
613 421
725 106
725 583
106 583
147 445
424 524
95 471
95 524
471 654
471 155
524 541
667 541
155 441
156 95
193 155
193 753
155 550
626 193
95 71
193 71
193 491
28 193
28 325
471 331
193 552
193 458
193 238
155 524
518 193
752 432
432 193
432 95
432 111
432 554
678 554
678 652
678 734
432 734
432 659
432 175
95 659
111 659
111 175
554 652
554 734
554 175
652 175
652 560
734 175
193 528
193 524
528 678
528 432
524 678
524 432
524 157
678 157
678 768
432 768
157 652
157 734
518 652
518 734
518 157
652 157
652 768
734 157
734 768
734 155
111 157
554 157
659 157
659 768
175 157
157 95
95 658
471 652
652 430
652 238
654 458
193 626
471 216
111 280
193 326
457 458
678 745
678 457
678 703
457 703
193 175
659 326
175 326
175 659
659 303
659 491
193 28
193 764
193 750
457 689
158 704
241 95
524 458
752 400
752 496
95 496
175 398
175 524
524 95
398 541
158 541
158 652
158 734
652 246
734 246
304 744
246 158
246 734
246 111
652 111
652 554
734 111
734 554
111 155
554 155
554 158
330 398
155 158
158 425
445 560
425 647
230 647
398 155
28 326
28 319
155 246
111 398
398 600
247 413
522 6
522 246
557 707
28 246
457 704
65 703
557 718
557 646
656 65
656 646
656 155
65 199
65 6
155 755
557 155
155 527
247 155
247 755
246 217
65 330
217 330
218 330
246 241
246 145
155 491
6 291
602 378
136 768
155 456
28 456
247 559
247 164
155 505
291 28
602 28
602 762
291 755
602 755
291 770
646 766
646 413
424 258
424 291
424 602
745 258
745 646
745 291
745 602
291 764
291 768
602 764
646 232
646 332
646 326
291 219
602 457
602 616
602 219
291 346
291 325
602 325
457 325
457 667
483 764
291 413
602 413
424 82
745 82
602 82
291 595
602 332
646 132
291 132
291 552
602 132
646 145
291 145
424 65
424 413
65 587
217 413
217 587
217 247
218 413
218 247
413 587
646 238
667 238
65 238
602 559
646 194
646 751
194 751
194 595
751 194
194 646
646 714
398 703
247 238
602 238
587 659
99 238
65 689
65 291
291 689
398 378
762 378
65 182
587 291
291 505
646 187
646 79
291 432
602 432
646 258
65 640
65 82
398 587
291 147
147 164
398 217
398 218
398 147
644 118
644 182
292 118
147 65
398 128
128 505
292 128
554 303
129 750
129 65
129 33
129 707
129 457
457 707
65 505
445 128
65 322
398 746
457 145
445 34
457 640
398 216
398 554
217 652
218 652
158 193
659 398
398 247
445 524
524 118
118 413
445 416
445 649
304 746
304 398
304 745
398 131
745 596
695 596
695 131
745 221
745 375
596 745
596 131
221 398
221 605
375 605
445 335
445 702
518 132
518 182
519 413
518 524
445 519
446 330
445 330
445 77
445 755
158 187
158 326
445 538
424 219
518 541
518 607
247 640
247 359
457 335
518 158
158 217
441 398
441 65
441 217
441 218
445 217
445 218
425 390
230 390
65 157
413 715
413 157
359 445
445 734
554 445
659 445
193 398
193 445
398 193
445 123
246 768
246 326
678 238
432 238
659 238
238 355
246 210
445 704
445 422
445 219
727 647
727 716
716 136
136 256
727 92
92 128
92 646
92 253
647 79
647 128
716 702
647 83
716 83
128 647
647 518
193 83
445 83
229 326
157 187
157 123
716 219
246 123
246 128
246 165
518 716
716 335
390 715
390 157
500 413
500 445
716 646
445 374
425 374
230 374
716 34
195 634
146 413
445 19
425 19
230 19
19 445
398 66
445 304
376 610
652 610
734 610
727 229
727 649
716 374
445 256
457 716
457 647
716 416
457 92
226 716
298 33
298 707
727 34
334 34
768 515
658 650
515 658
658 505
652 634
734 634
398 647
398 716
716 470
470 210
193 470
193 359
716 378
398 424
92 424
92 764
424 764
164 505
445 136
445 689
716 653
634 334
716 92
716 424
727 755
400 664
727 664
241 92
241 219
92 98
398 727
304 649
727 82
445 527
634 647
334 647
727 216
66 336
538 664
336 527
336 128
336 647
488 304
155 518
28 606
615 606
541 764
246 615
246 424
155 445
445 376
136 557
136 628
557 376
557 297
524 472
66 715
66 157
715 178
715 304
157 178
157 304
178 430
304 445
445 459
459 487
459 360
459 398
459 246
398 719
643 346
360 487
487 643
487 346
487 445
89 613
613 744
157 398
398 236
445 236
445 238
236 646
236 238
236 246
246 664
445 108
108 486
65 359
715 641
157 641
246 641
715 505
157 715
157 505
715 337
157 337
95 66
95 156
472 485
715 746
157 746
744 65
65 611
157 665
446 665
425 665
230 665
665 390
665 445
665 232
665 715
665 157
445 157
677 65
677 740
677 505
740 738
505 738
2 445
2 664
2 715
2 157
304 715
304 157
734 664
678 304
678 715
304 678
304 2
505 164
505 678
164 678
678 524
483 360
398 538
398 336
336 395
193 336
193 664
193 395
193 473
473 398
473 755
473 605
80 605
80 15
605 764
745 15
605 610
553 417
766 15
66 15
66 753
293 753
238 753
473 25
395 95
496 552
496 95
574 25
395 518
395 155
518 155
518 145
331 229
304 553
398 25
524 473
518 473
155 473
473 238
473 95
95 25
95 238
473 615
25 605
605 424
605 398
715 473
157 473
473 518
473 219
125 331
125 424
125 473
95 28
28 471
28 216
265 471
265 28
471 28
768 213
28 552
768 94
768 391
94 391
94 768
94 161
611 391
611 768
611 161
611 471
391 768
391 161
391 611
161 611
193 213
213 296
213 265
28 245
298 213
245 213
194 605
768 764
213 124
528 213
213 574
213 607
204 213
213 527
213 319
213 71
204 357
204 574
574 204
413 204
413 574
213 357
213 182
249 533
213 164
213 505
528 326
574 413
213 219
28 136
28 527
28 77
28 505
136 413
768 265
296 265
204 471
205 471
213 374
204 770
471 770
204 287
471 219
471 607
471 626
471 413
213 430
213 241
136 471
157 237
398 435
398 237
398 30
435 235
237 91
30 141
30 91
235 141
235 237
398 422
158 374
235 764
140 764
237 762
125 237
136 140
237 226
237 335
30 226
30 287
435 416
435 193
398 674
237 231
140 231
235 605
30 674
30 435
221 416
237 71
237 674
435 378
141 360
30 193
237 193
30 378
522 71
16 326
435 654
16 599
599 326
599 293
212 413
212 398
212 531
413 17
531 249
531 124
683 378
17 124
17 458
683 491
683 164
522 444
413 527
541 413
212 574
17 533
139 485
156 458
221 424
221 335
335 424
413 281
398 281
541 139
139 764
413 764
268 580
580 139
139 268
234 485
139 124
139 212
221 413
653 714
139 136
483 139
680 587
680 297
680 595
221 770
360 770
71 770
483 79
590 234
234 335
590 696
590 335
234 649
590 649
590 79
394 229
394 483
394 398
483 615
483 398
577 615
577 398
398 98
139 590
234 415
139 19
450 118
450 696
113 118
113 696
100 750
100 113
173 750
173 146
173 450
173 113
146 173
146 183
113 541
139 771
500 139
139 584
139 677
413 280
398 280
139 714
234 105
105 696
100 587
100 152
173 394
152 394
100 394
234 238
118 238
450 326
113 326
100 182
139 762
174 394
394 595
394 100
100 748
234 143
234 413
580 143
580 646
580 413
143 440
440 217
249 217
394 456
483 696
760 440
760 249
176 440
394 440
196 685
196 440
196 696
196 145
440 413
760 139
234 768
580 768
590 118
450 360
113 360
297 626
249 456
176 696
760 527
500 696
249 696
760 234
394 626
234 738
483 376
440 522
522 427
139 522
522 394
107 748
483 744
413 744
450 685
450 100
113 685
113 165
113 100
89 450
89 113
450 613
450 744
113 613
113 744
613 398
613 505
398 421
721 421
721 744
450 429
113 429
725 429
106 429
429 583
591 418
694 324
523 496
201 198
523 46
694 496
694 382
313 624
523 296
343 63
63 343
523 646
267 327
729 568
523 438
694 691
624 101
523 541
523 321
509 259
259 260
694 321
387 694
694 438
624 313
313 368
514 494
636 646
523 424
523 475
523 260
438 694
523 259
523 186
68 84
273 694
694 273
581 222
624 646
101 624
293 768
523 262
47 523
509 260
694 408
694 387
694 332
63 46
63 262
438 296
523 694
778 90
669 460
68 669
523 509
438 188
624 222
45 541
673 523
631 1
409 646
556 523
523 465
620 319
327 296
438 262
389 34
438 496
635 259
438 46
694 456
259 274
523 497
694 370
438 646
694 505
694 638
691 575
694 250
523 332
523 370
84 68
669 84
382 694
222 581
624 678
285 624
368 624
263 474
737 413
339 368
304 673
733 541
630 228
22 1
63 1
523 703
604 647
523 145
523 63
673 675
523 689
272 424
198 267
47 296
475 48
728 639
694 465
509 510
260 46
694 646
260 497
426 310
438 165
438 232
694 137
694 18
694 277
438 585
63 353
523 47
389 438
68 460
347 523
523 382
694 278
694 243
778 238
222 297
581 624
624 285
313 312
101 313
101 312
648 323
418 496
418 413
368 339
523 315
594 364
673 541
340 1
262 523
636 261
261 646
523 754
523 408
608 424
675 421
421 455
272 315
327 22
351 366
343 768
504 384
729 667
492 504
773 327
310 426
47 552
523 768
405 646
729 296
568 296
772 48
384 503
568 475
327 465
728 327
694 296
63 689
509 162
259 496
260 523
720 325
720 761
90 46
576 296
694 523
620 694
523 119
259 635
267 248
633 523
523 642
694 479
694 664
638 332
437 438
438 437
694 46
63 520
438 63
262 762
63 296
63 370
523 353
343 747
63 747
343 689
47 46
438 586
694 663
438 647
523 735
523 761
735 438
735 730
438 408
438 47
694 259
259 90
259 438
438 389
778 46
47 438
692 389
389 46
438 523
646 460
84 460
669 68
523 280
523 778
694 373
382 243
284 273
273 321
778 297
778 163
438 96
222 97
379 297
622 646
222 624
222 335
624 302
285 313
285 312
313 285
624 312
624 58
312 319
624 314
314 624
406 413
673 496
737 591
591 413
307 593
593 523
478 523
523 515
315 523
78 605
673 304
49 251
259 541
523 45
509 541
198 523
315 541
315 45
676 259
239 496
365 437
411 646
264 646
260 1
63 768
713 424
603 151
509 646
350 646
592 523
49 145
523 456
523 647
523 552
713 465
523 675
675 455
421 675
272 286
272 170
272 392
315 170
170 392
170 219
315 456
327 401
401 697
697 327
366 367
366 239
366 530
530 526
530 75
526 75
327 267
598 267
598 327
327 605
282 193
668 678
504 282
492 282
773 267
327 164
85 647
201 729
201 568
198 729
198 568
198 514
327 193
469 647
201 426
198 426
198 119
426 267
407 496
492 296
407 296
729 475
568 523
523 460
475 336
642 523
361 336
668 238
327 336
267 46
309 496
310 402
618 619
509 631
510 251
510 646
692 631
692 229
631 296
259 46
720 46
576 267
735 694
694 730
255 438
438 761
262 260
260 496
694 754
259 678
259 408
259 505
267 523
327 731
523 538
772 46
90 119
90 523
438 520
259 694
694 219
694 552
694 747
638 694
694 703
438 456
694 325
694 326
469 694
694 609
694 232
694 605
262 46
353 523
353 63
63 496
694 188
259 340
340 260
340 523
260 184
523 297
343 353
343 373
693 63
343 165
63 165
438 343
438 238
438 97
730 499
438 193
475 772
475 689
735 761
438 778
694 509
694 720
694 735
694 722
509 735
259 735
720 735
340 735
340 255
371 438
260 274
778 689
90 778
90 34
90 438
438 326
389 47
692 191
692 370
692 46
47 631
523 68
84 465
523 720
713 647
778 694
778 523
407 382
382 18
47 260
382 278
382 324
694 699
438 273
273 438
694 586
284 308
308 273
523 193
438 620
778 605
620 438
438 319
438 332
96 438
438 297
379 222
581 97
222 678
624 622
624 162
624 581
624 335
302 624
358 496
101 754
624 754
