id,name
0,'and
1,Abode
2,Abyss
3,Account
4,Acrisios
5,Act
6,Action
7,Adils
8,Admetus
9,Adonis
10,Aeetes
11,Aegeus
12,Aeson
13,Aethra
14,Africa
15,Ah-ro-he
16,Aibric
17,Aidan
18,Air
19,Alas
20,Alcestis
21,Alcmena
22,Alfather
23,Althaea
24,Amazons
25,Amergin
26,Amphitryon
27,Andromeda
28,Angus
29,Anteia
30,Aodh
31,Aphrodite
32,Apollo
33,Apple
34,Apples
35,Arachne
36,Ares
37,Argo
38,Argonauts
39,Argos
40,Arms
41,Arrow
42,Arrows
43,Artemis
44,Artist
45,Asaland
46,Asas
47,Asgard
48,Ash
49,Asia
50,Asynjes
51,Atalanta
52,Athamas
53,Athene
54,Athenians
55,Athens
56,Atlantic
57,Atlas
58,Atle
59,Atrid
60,Augeas
61,Baby
62,Back
63,Balder
64,Baleyg
65,Balor
66,Battle
67,Baucis
68,Bauge
69,Beast
70,Beasts
71,Beauty
72,Bed
73,Bellerophon
74,Bender
75,Biflinde
76,Bileyg
77,Birds
78,Black
79,Blood
80,Blows
81,Boar
82,Boat
83,Body
84,Bolverk
85,Bor
86,Boughs
87,Box
88,Boy
89,Boyne
90,Brage
91,Branches
92,Brian
93,Bride
94,Bright
95,Brigit
96,Brok
97,Brother
98,Brothers
99,Brugh-fer
100,Bruiden
101,Brynhild
102,Budle
103,Bulk
104,Bull
105,Caille
106,California
107,Carnach
108,Carpre
109,Cassiopeia
110,Cattle
111,Cauldron
112,Cave
113,Cecht
114,Centaur
115,Cerberos
116,Cerberus
117,Challenge
118,Champion
119,Chapter
120,Chariot
121,Charon
122,Cheiron
123,Chiefs
124,Child
125,Children
126,Chimera
127,Christmas
128,Cian
129,Cian.
130,City
131,Cleena
132,Cloak
133,Club
134,Clymene
135,Colchis
136,Come
137,Companion
138,Comrades
139,Conary
140,Conn
141,Conn.
142,Connla
143,Cormac
144,Corrib
145,Country
146,Court
147,Cow
148,Coward
149,Craftsman
150,Cretan
151,Crete
152,Cualu
153,Cupid
154,Daedalus
155,Dagda
156,Dana
157,Danaan
158,Danaans
159,Danae
160,Daphne
161,Dark
162,Daughter
163,Daughters
164,Day
165,Death
166,Deathless
167,Deed
168,Deianira
169,Demeter
170,Denmark
171,Der
172,Derg-loch
173,Derga
174,Dessa
175,Destiny
176,Destruction
177,Deucalion
178,Diancecht
179,Dictys
180,Dionysus
181,Discus
182,Door
183,Doors
184,Draupner
185,Drew
186,Drink
187,Dun
188,Dwarf
189,Dwarfs
190,Dwell
191,Eagle
192,Ears
193,Earth
194,East
195,Eastern
196,Easy
197,Echo
198,Edda
199,Egg
200,Egypt
201,Elder
202,Endymion
203,Enna
204,Eochy
205,Eochy.
206,Eos
207,Epaphos
208,Epimetheus
209,Eric
210,Eric-fine
211,Erp
212,Eterscel
213,Ethaun
214,Europe
215,Eurystheus
216,Everything
217,Evil
218,Eye
219,Eyes
220,Face
221,Faery
222,Fafner
223,Falhofner
224,Fame
225,Fangs
226,Farewell
227,Farmatyr
228,Fate
229,Father
230,Fauda
231,Feathers
232,Feet
233,Fenja
234,Fer
235,Fiacra
236,Figol
237,Fionnuala
238,Fire
239,Fjolner
240,Fjolsvid
241,Flame
242,Fleece
243,Flint-stone
244,Flowers
245,Fly
246,Fomor
247,Fomorians
248,Food
249,Fool
250,Foot
251,Footnote
252,Forestier
253,Form
254,Fornjot
255,Forsete
256,Forth
257,Fortunate
258,Fortune
259,Frey
260,Freyja
261,Fridleif
262,Frigg
263,Frode
264,Froste
265,Fuamach
266,Fyrisvold
